page,region_id,label,selected_engine,confidence,selection_reason,crop_path,selected_text
page_0009,page_0009_raw_0102,text,paddleocr_colab_rec_texts,0.9626,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0102.png,وعليه أن يحفظ ويرتب المراسلات التي يتلقاها وصور المراسلات التي / يرسلها
page_0009,page_0009_raw_0107,text,paddleocr_colab_rec_texts,0.9573,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0107.png,٣يجب تتظيم دفتري اليومية والجرد باللغة العربية ولوزير الاقتصاد والتجارة أن / يعفي من هذا الشرط المؤسسات الأجنبية التي يحددها بقرار منه
page_0009,page_0009_raw_0113,text,paddleocr_colab_rec_texts,0.9738,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0113.png,يعفي من هذا الشرط المؤسسات الأجنبية التي يحددها بقرار منه
page_0009,page_0009_raw_0097,paragraph_title,easyocr,0.997,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0009\page_0009_raw_0097.png,المادة
page_0009,page_0009_raw_0098,text,paddleocr_colab_rec_texts,0.9538,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0098.png,يجب أن تنظم الدفاتر التجارية الإجبارية بحسب التاريخ وبلا بياض ولا فراغ / ولا نقل إلى الهامش ولا محو ولا تحشية بين السطور
page_0009,page_0009_raw_0100,paragraph_title,easyocr,0.6347,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0009\page_0009_raw_0100.png,المادة ٨
page_0009,page_0009_raw_0101,text,paddleocr_colab_rec_texts,0.9503,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0101.png,يجب ترقيم الدفاتر المذكورة والتأشير عليها وتوقيعها من رئيس محكمة البداية / المدنية أو من قاضي الصلح في المدن التي لا توجد فيها محكمة بداية
page_0009,page_0009_raw_0099,paragraph_title,easyocr,0.8589,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0009\page_0009_raw_0099.png,المادة ٩
page_0009,page_0009_raw_0105,formula,paddleocr_colab_rec_texts,0.9377,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0105.png,١يجب على التاجر أن يحفظ الدفاتر بعد اختتامها مدّة عشر سنوات / ٢للمؤسسات التجارية التى يعينها وزير الاقتصاد والتجارة أن تحتفظ للمدّة المذكورة / في الفقرة السابقة بالصورة بأية وسيلة إلكترونية تعتمدها وزارة الاقتصاد والتجارة / بدلاأ من الأصل وتكون للصورة حجية الأصل فى الإثبات
page_0009,page_0009_raw_0110,text,paddleocr_colab_rec_texts,0.9636,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0110.png,يجب على التاجر أن يحفظ الدفاتر بعد اختتامها مدّة عشر سنوات
page_0009,page_0009_raw_0108,paragraph_title,easyocr,0.9893,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0009\page_0009_raw_0108.png,المادة
page_0009,page_0009_raw_0106,text,paddleocr_colab_rec_texts,0.9563,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0106.png,لا ثسلّم الدفاتر بكاملها إلى القضاء إلآ في أحوال الإرث وقسمة الأموال / المشتركة والشركة والصلح الواقي والإفلاس
page_0009,page_0009_raw_0096,number,paddleocr_colab_rec_texts,0.6758,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0009\page_0009_raw_0096.png,4
page_0010,page_0010_raw_0130,text,none,,both_ocr_empty,layout_output\raw_box_crops\page_0010\page_0010_raw_0130.png,
page_0010,page_0010_raw_0124,paragraph_title,easyocr,0.7822,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0010\page_0010_raw_0124.png,المادة
page_0010,page_0010_raw_0123,text,paddleocr_colab_rec_texts,0.9351,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0123.png,فيما عدا الأحوال المذكورة في المادة السابقة يمكن على الدوام عرض الدفاتر / التجارية أو المطالبة بإبرازها لاستخلاص ما يتعلّق منها بالنزاع / وللقاضى أن يأمر من تلقاء نفسه الدفاتر المذكورة للغاية ذاتها
page_0010,page_0010_raw_0129,text,easyocr,0.7908,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0010\page_0010_raw_0129.png,٢- وللقاضي أن يأمر من تلقاء نفسه الدفاتر المذكورة للغاية ذاتها
page_0010,page_0010_raw_0118,paragraph_title,easyocr,0.9598,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0010\page_0010_raw_0118.png,المادة
page_0010,page_0010_raw_0115,text,paddleocr_colab_rec_texts,0.9647,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0115.png,يمكن للتجار مسك حساباتهم إلكترونياً وفقا للتعليمات التنفيذية التي تصدر / عن وزارة الاقتصاد والتجارة
page_0010,page_0010_raw_0128,text,easyocr,0.8493,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0010\page_0010_raw_0128.png,الفصل الثالث
page_0010,page_0010_raw_0127,paragraph_title,easyocr,0.8829,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0010\page_0010_raw_0127.png,سجل التجارة
page_0010,page_0010_raw_0125,paragraph_title,easyocr,0.8766,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0010\page_0010_raw_0125.png,المادة ٣
page_0010,page_0010_raw_0131,text,paddleocr_colab_rec_texts,0.9383,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0131.png,سجل التجارة يمكن الجمهور من الحصول على المعلومات الوافية عن كل / المؤسسات التجارية التي تعمل في سورية / ٢وهو أيضاً أداة للشهر يقصد بها جعل من درجاته نافذة في حق الغير عند وجود / نص قانوني صريح بهذا المعنى
page_0010,page_0010_raw_0122,text,paddleocr_colab_rec_texts,0.9612,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0122.png,سجل التجارة يمكن الجمهور من الحصول على المعلومات الوافية عن كل / المؤسسات التجارية التي تعمل في سورية
page_0010,page_0010_raw_0126,text,paddleocr_colab_rec_texts,0.945,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0126.png,٢ـوهو أيضاً أداة للشهر يقصد بها جعل من درجاته نافذة في حق الغير عند وجود / نص قانوني صريح بهذا المعنى
page_0010,page_0010_raw_0121,paragraph_title,easyocr,0.9478,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0010\page_0010_raw_0121.png,المادة ٤
page_0010,page_0010_raw_0119,text,paddleocr_colab_rec_texts,0.9563,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0119.png,١ينظم لدى وزارة الاقتصاد والتجارة سجل خاص بفروع المؤسسات التجارية / والشركات التي يوجد مركزها خارج سورية
page_0010,page_0010_raw_0116,text,paddleocr_colab_rec_texts,0.9543,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0116.png,٢ينظم لدى وزارة الاقتصاد والتجارة فى كل محافظة سجل لتسجيل أسماء التجار / والشركات التجارية والشركات المدنية وباقي المؤسسات التجارية يُطّلق عليها / سجل التجارة
page_0010,page_0010_raw_0117,text,paddleocr_colab_rec_texts,0.9461,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0010\page_0010_raw_0117.png,يتولى مسك السجل موظف يُطلق عليه أمين سجل التجارة وعليه أن يباشر / وظيفته أن يحلف اليمين أمام محكمة البداية المدنية، على أن يقوم بوظيفته / بشرف وأمانة
page_0010,page_0010_raw_0120,number,none,,both_ocr_empty,layout_output\raw_box_crops\page_0010\page_0010_raw_0120.png,
page_0011,page_0011_raw_0132,text,paddleocr_colab_rec_texts,0.9473,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0011\page_0011_raw_0132.png,تسجل أسماء التجار الذي تكون متاجرهم الرئيسية في سورية، مهما كانت / جنسيتهم
page_0011,page_0011_raw_0134,text,paddleocr_colab_rec_texts,0.945,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0011\page_0011_raw_0134.png,المادة ٢٥ / ١يجب على كل تاجر أن يطلب من أمين سجل التجارة في المحافظة التي يوجد / فيها مركزه الرئيسي أن يسجل اسمه في سجل التجارة في خلال شهر واحد من / تاريخ فتح المحل أو شرائه / على التاجر أن يقدم تصريحاً في نسختين موقعتين منه يذكر فيه ما يلي / أ-اسمه ونسبته / باسمه التجاري إذا اختلف عن اسمه وعنوانه التجاري / جتاريخ ولادته ومحلها وموطنه / د جنسيته الأصلية، وإذا كان قد حصل على جنسية أخرى، فيبين طريق
page_0011,page_0011_raw_0135,paragraph_title,easyocr,0.9896,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0011\page_0011_raw_0135.png,المادة
page_0011,page_0011_raw_0133,number,none,,both_ocr_empty,layout_output\raw_box_crops\page_0011\page_0011_raw_0133.png,
page_0012,page_0012_raw_0140,paragraph_title,easyocr,0.7271,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0012\page_0012_raw_0140.png,المادة
page_0012,page_0012_raw_0142,formula,paddleocr_colab_rec_texts,0.936,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0012\page_0012_raw_0142.png,المادة٦ / ١يجب أن يذكر في سجل التجارة / أـ كل تعديل يتعلّق بالأمور التي تقضي المادة السابقة بقيدها في السجل / بشهادات الاختراع التي يستثمرها التاجر والعلامات التي يستعملها للمصنع / أو التجارة / جالأحكام والقرارات القاضية بتعيين وصيّ عليه أو قيّم أو مساعد قضائي / للتاجر المسجل أو بالحجر عليه أو برفع هذه التدابير عنه / دالأحكام والقرارات المعلنة للإفلاس أو المتضمنة تصديق الصلح أو فسخه / أو إبطاله أو
page_0012,page_0012_raw_0137,formula,paddleocr_colab_rec_texts,0.9475,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0012\page_0012_raw_0137.png,١يجب أن يذكر في سجل التجارة / أـ كل تعديل يتعلّق بالأمور التي تقضي المادة السابقة بقيدها في السجل / بشهادات الاختراع التي يستثمرها التاجر والعلامات التي يستعملها للمصنع / أو التجارة / جالأحكام والقرارات القاضية بتعيين وصيّ عليه أو قيم أو مساعد قضائي / للتاجر المسجل أو بالحجر عليه أو برفع هذه التدابير عنه / د الأحكام والقرارات المعلنة للإفلاس أو المتضمنة تصديق الصلح أو فسخه / أوإبطاله أو المعلنة لم
page_0012,page_0012_raw_0139,paragraph_title,easyocr,0.9816,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0012\page_0012_raw_0139.png,المادة
page_0012,page_0012_raw_0141,reference_content,paddleocr_colab_rec_texts,0.9693,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0012\page_0012_raw_0141.png,إن الشركات التي يكون مركزها الرئيسي في سورية مهما كانت جنسيتها، يجب / تسجيلها في سجل التجارة المختص بمنطقة مركزها الرئيسي، ويجب على / مديريها وأعضاء مجلس إدارتها أن يطلبوا التسجيل في خلال الشهر الذي يلي / تأسيسها
page_0012,page_0012_raw_0138,reference_content,paddleocr_colab_rec_texts,0.9427,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0012\page_0012_raw_0138.png,٢حويقدم طالبو التسجيل إلى أمين سجل التجارة صورة مصدقة عن صك تأسيس / الشركة أو نظامها الأساسي وخلاصة لهذا الصك أو النظام مُعدّة للشهر ومنظمة / على نسختين ومشتملة على الطوابع وعلى تواقيع طالبي التسجيل ومتضمنه / بوجه خاص البيانات الآتية
page_0012,page_0012_raw_0136,number,paddleocr_colab_rec_texts,0.8189,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0012\page_0012_raw_0136.png,١
page_0013,page_0013_raw_0147,reference,paddleocr_colab_rec_texts,0.9551,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0013\page_0013_raw_0147.png,أ اسم ونسبة كل من الشركاء ما عدا المساهمين وجنسية كل منهم موضحة / وفقاً لما ورد في الفقرة د من المادة ٢٥وتاريخ ولادته ومحلها / باسم الشركة التجاري أو عنوانها / جموضوع الشركة / د الأماكن التي فيها مركز الشركة أو فروعها ومتاجرها في سورية أو خارجها / هـأسماء الشركاء أو غير المرخص لهم بإدارة الشركة وتدبير أمورها أو التوقيع / عنها / و رأس مال الشركة وكيفية تسديده / ز ميعاد ابتداء الشركة وميعاد انتهائها
page_0013,page_0013_raw_0144,formula,paddleocr_colab_rec_texts,0.9525,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0013\page_0013_raw_0144.png,أ اسم ونسبة كل من الشركاء ما عدا المساهمين وجنسية كل منهم موضحة / وفقاً لما ورد في الفقرة د من المادة ٢٥وتاريخ ولادته ومحلها / باسم الشركة التجاري أو عنوانها / جموضوع الشركة / د الأماكن التي فيها مركز الشركة أو فروعها ومتاجرها في سورية أو خارجها / هأسماء الشركاء أو غير المرخص لهم بإدارة الشركة وتدبير أمورها أو التوقيع / عنها / و رأس مال الشركة وكيفية تسديده / زـ ميعاد ابتداء الشركة وميعاد انتهائها
page_0013,page_0013_raw_0145,paragraph_title,easyocr,0.9918,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0013\page_0013_raw_0145.png,المادة
page_0013,page_0013_raw_0149,formula,paddleocr_colab_rec_texts,0.9526,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0013\page_0013_raw_0149.png,يجب أن يذكر أيضاً فى سجل التجارة / ١كل تعديل يختص بالأمور واجب تسجيلها أو الوثائق الواجب إيداعها بمقتضى / المادة السابقة / ٢الاسم والنسبة وتاريخ الولادة ومحلها والجنسية لكل من مديري الشركة وأعضاء / مجلس إدارتها ومديريها المعينين لمدّة وجودها أما طلب التسجيل فيقدمه المديرون / وأعضاء مجلس الإدارة القائمون بوظائفهم في وقت وجوب التسجيل / ٣شهادات الاختراع المستثمرة والعلامات التجارية الصناعية التى تستع
page_0013,page_0013_raw_0148,text,paddleocr_colab_rec_texts,0.9569,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0013\page_0013_raw_0148.png,الاسم والنسبة وتاريخ الولادة ومحلها والجنسية لكل من مديري الشركة وأعضاء / مجلس إدارتها ومديريها المعينين لمدّة وجودها أما طلب التسجيل فيقدمه المديرون / وأعضاء مجلس الإدارة القائمون بوظائفهم في وقت وجوب التسجيل
page_0013,page_0013_raw_0146,text,paddleocr_colab_rec_texts,0.9703,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0013\page_0013_raw_0146.png,الشركات التجارية المؤسسة خارج الأراضي السورية ولها فروع أو وكالات في / سورية وكذلك التجار الذين لهم مركز رئيسي في الخارج وفروع أو وكالات في سورية / مهما كانت جنسيتهم
page_0013,page_0013_raw_0143,number,paddleocr_colab_rec_texts,0.7999,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0013\page_0013_raw_0143.png,١٣
page_0014,page_0014_raw_0161,paragraph_title,easyocr,0.9964,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0014\page_0014_raw_0161.png,المادة ٢٩
page_0014,page_0014_raw_0150,text,paddleocr_colab_rec_texts,0.9665,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0150.png,يخضع تسجيل مثل تلك الفروع أو الوكالات لأحكام القانون الخاص بتسجيلها / في سورية
page_0014,page_0014_raw_0158,paragraph_title,easyocr,0.7777,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0014\page_0014_raw_0158.png,الشركات المدنية
page_0014,page_0014_raw_0162,paragraph_title,easyocr,0.9516,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0014\page_0014_raw_0162.png,المادة ٣
page_0014,page_0014_raw_0152,text,paddleocr_colab_rec_texts,0.9437,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0152.png,١يحدث فى أمانة سجل التجارة سجل خاص بالشركات المدنية التي يقع / مركزها الرئيسي في المحافظة تسجل فيه الشركات وفق أحكام المادتين ٢٧ / و٢٨من هذا القانون باستثناء ما يتوقف العمل به على الصفة التجارية / للشركة
page_0014,page_0014_raw_0156,text,paddleocr_colab_rec_texts,0.9413,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0156.png,٢ تسجل الشركات المدنية التي يقع مركزها خارج سورية أو لها فرع أو وكالة في / سجل خاص تابع لسجل الفروع والوكالات العائدة للمؤسسات أو الشركات القائمة / خارج سورية وذلك وفق القانون الخاص بها
page_0014,page_0014_raw_0153,text,paddleocr_colab_rec_texts,0.9547,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0153.png,٣ـ على الشركات المذكورة في الفقرتين السابقتين تسجيل نفسها في السجل المذكور / وإيداع صك تأسيسها ونظامها الأساسي ديوان محكمة البداية في مركزها إذا / أرادت الاحتجاج بشخصيتها الإعتبارية حيال الغير
page_0014,page_0014_raw_0157,paragraph_title,easyocr,0.7717,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0014\page_0014_raw_0157.png,المادة
page_0014,page_0014_raw_0155,text,paddleocr_colab_rec_texts,0.9529,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0155.png,إذا توفي تاجر أو انقطع عن تعاطى تجارته أو إذا انحلّت إحدى الشركات وجب / شطب التسجيل المختص بهما فى سجل التجارة
page_0014,page_0014_raw_0160,text,paddleocr_colab_rec_texts,0.9355,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0160.png,٢ويجري هذا الشطب مباشرة بمقتضى قرار يصدره أمين سجل التجارة
page_0014,page_0014_raw_0159,paragraph_title,easyocr,0.8116,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0014\page_0014_raw_0159.png,المادة ٣
page_0014,page_0014_raw_0151,text,paddleocr_colab_rec_texts,0.9454,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0151.png,١كل قيد فى سجل التجارة لم يحدد له ميعاد فى المواد السابقة يجب طلب إجرائه / في خلال شهر يبتدئ من تاريخ الوثيقة أو العمل الذي يراد قيده / أما الأحكام والقرارات فيبتدى ميعادها من يوم صدورها
page_0014,page_0014_raw_0163,text,paddleocr_colab_rec_texts,0.9677,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0163.png,أما الأحكام والقرارات فيبتدئ ميعادها من يوم صدورها
page_0014,page_0014_raw_0154,number,paddleocr_colab_rec_texts,0.6798,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0014\page_0014_raw_0154.png,3
page_0015,page_0015_raw_0185,header,none,,both_ocr_empty,layout_output\raw_box_crops\page_0015\page_0015_raw_0185.png,
page_0015,page_0015_raw_0167,paragraph_title,easyocr,0.9974,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0167.png,المادة ٣٣
page_0015,page_0015_raw_0166,text,paddleocr_colab_rec_texts,0.9494,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0166.png,إن جميع التسجيلات والقيود في سجل التجارة تجري بعد تصريح يقدم وفاقاً / للصيغ التي نص عليها
page_0015,page_0015_raw_0169,paragraph_title,easyocr,0.9981,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0169.png,المادة ٣٤
page_0015,page_0015_raw_0164,text,paddleocr_colab_rec_texts,0.941,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0164.png,على أمين سجل التجارة أن يرفض إجراء القيود المطلوبة إذا تبين له أن / التصريحات المقدمة لا تشتمل على كل البيانات المنصوص عليها أو كانت تتعارض / مع الوثائق الثبوتية المرفقة بها أو مع أحكام القانون
page_0015,page_0015_raw_0170,paragraph_title,easyocr,0.638,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0170.png,المادة ٣٥
page_0015,page_0015_raw_0184,text,paddleocr_colab_rec_texts,0.946,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0184.png,١يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة في السجل مقابل
page_0015,page_0015_raw_0175,text,paddleocr_colab_rec_texts,0.9455,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0175.png,يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة فى السجل مقابل / رسم يحدد من الوزير المختص / ٢ولأمين السجل عند الإقتضاء أن يعطى شهادة بعدم وجود قيود / ٣ويصدّق أمين السجل مطابقة النسخ للأصل
page_0015,page_0015_raw_0182,text,easyocr,0.5497,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0182.png,"المختص , / ر سم / يحدد / من / الوزير"
page_0015,page_0015_raw_0181,text,paddleocr_colab_rec_texts,0.944,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0181.png,٢ـولأمين السجل عند الإقتضاء أن يعطي شهادة بعدم وجود قيود
page_0015,page_0015_raw_0179,text,paddleocr_colab_rec_texts,0.9352,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0179.png,٣ـويصدّق أمين السجل مطابقة النسخ للأصل
page_0015,page_0015_raw_0172,paragraph_title,easyocr,0.5464,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0172.png,المادة ٣٦
page_0015,page_0015_raw_0178,text,paddleocr_colab_rec_texts,0.9428,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0178.png,لا يجوز أن يذكر في النسخ التي يسلمها أمين السجل
page_0015,page_0015_raw_0176,text,paddleocr_colab_rec_texts,0.8446,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0176.png,لا يجوز أن يذكر في النسخ التي يسلمها أمين السجل / الأحكام المعلنة للإفلاس إذا كان المفلس قد استرد اعتباره / s / الأحكام القاضية بالحجر أو تعيين مساعد قضائى إذا كان قد صدر القرار برفع / الحجر أو المساعدة القضائية
page_0015,page_0015_raw_0180,text,easyocr,0.7371,easyocr_used_for_low_paddle_confidence_body,layout_output\raw_box_crops\page_0015\page_0015_raw_0180.png,١ - الأحكام المعلنة للإفلاس إذا / كان / المفلس قد استرد اعتبار
page_0015,page_0015_raw_0177,text,paddleocr_colab_rec_texts,0.9392,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0177.png,ـ الأحكام القاضية بالحجر أو تعيين مساعد قضائي إذا كان قد صدر القرار برفع / الحجر أو المساعدة القضائية
page_0015,page_0015_raw_0183,text,easyocr,0.9482,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0183.png,الحجر أو المساعدة القضائية
page_0015,page_0015_raw_0174,paragraph_title,easyocr,0.9978,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0174.png,المادة ٣٧
page_0015,page_0015_raw_0165,text,paddleocr_colab_rec_texts,0.9595,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0165.png,كل تاجر وكل شركة ملزمين بالتسجيل يجب عليهما أن يذكرا المكان الذي / سجلا فيه ورقم هذا التسجيل في مراسلاتهما وفواتيرهما ومذكرات التسليم والتعريفات / والمنشورات وسائر الأوراق الصادرة عنهما
page_0015,page_0015_raw_0171,paragraph_title,easyocr,0.9909,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0015\page_0015_raw_0171.png,المادة ٣٨
page_0015,page_0015_raw_0173,text,paddleocr_colab_rec_texts,0.9368,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0173.png,١ـكل تاجر وكل شخص يكلف بإدارة شركة لا يطلب في المراعيد المنصوص / عليها إجراء القيود الإجبارية أو لايذكر ما يجب ذكره على المراسلات أو الفواتير
page_0015,page_0015_raw_0168,number,paddleocr_colab_rec_texts,0.5534,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0015\page_0015_raw_0168.png,١
page_0016,page_0016_raw_0192,text,paddleocr_colab_rec_texts,0.9024,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0192.png,وغيرها من الأوراق الصادرة عن محله يعاقب بغرامة تتراوح بين ١٠٠٠٠ / عشرة آلاف و٥٠٠٠٠ وخمسين ألف ليرة سورية
page_0016,page_0016_raw_0199,text,paddleocr_colab_rec_texts,0.9404,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0199.png,وغيرها من الأوراق الصادرة عن محله يعاقب بغرامة تتراوح بين ١٠٠٠٠ / عشرة آلاف و٥٠٠ وخمسين ألف ليرة سورية / ٢ـتحكم بهذه الغرامة محكمة البداية المدنية بناءَ على طلب أمين سجل التجارة أو / النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب الأصول / ٣ـوإذا لم يجر المحكوم عليه أثناء القيد فى أثناء هذا الميعاد يحكم بغرامة جديدة / ٤ـ أما أمناء السجل الذين لا يعملون بمقتضى هذه الأحكام فيخضعون للعقوبات / 
page_0016,page_0016_raw_0198,text,paddleocr_colab_rec_texts,0.4931,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0198.png,ةيي ي ية و ي و ة ويي ول ل ي د / و ة ي يه هي و ل لي ي هي يلي
page_0016,page_0016_raw_0201,text,paddleocr_colab_rec_texts,0.9514,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0201.png,النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب الأصول
page_0016,page_0016_raw_0200,text,paddleocr_colab_rec_texts,0.7652,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0200.png,٣ـوإذا لم يجر المحكوم عليه أثناء القيد فى أثناء هذا الميعاد يحكم بغرامة جديدة / ± / ٤–أما أمناء السجل الذين لا يعملون بمقتضى هذه الأحكام فيخضعون للعقوبات / المسلكية المنصوص عليها في القانون الأساسي للعاملين في الدولة
page_0016,page_0016_raw_0202,text,paddleocr_colab_rec_texts,0.963,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0202.png,المسلكية المنصوص عليها في القانون الأساسي للعاملين في الدولة
page_0016,page_0016_raw_0193,paragraph_title,easyocr,0.6678,easyocr_preferred_for_title_like_or_small_box,layout_output\raw_box_crops\page_0016\page_0016_raw_0193.png,المادة ٣٩
page_0016,page_0016_raw_0204,text,paddleocr_colab_rec_texts,0.9509,paddle_kept_for_body_or_default,layout_output\raw_box_crops\page_0016\page_0016_raw_0204.png,١ـكل بيان غير صحيح يقدم عن سوع نية للتسجيل أو للقيد فى سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠ خمسة لاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين / ولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً للقوانين الخاصة ولقانون / العقوبات من أجل الجرائم الناشئة عن البيان غير الصحيح / ٣وللمحكمة الجزائية التي تصدر الحكم أن تأمر بتصحيح البيان المشار إليه 
