chunk_id,chunk_type,article_number,article_number_raw,article_number_resolution,page_start,page_end,heading_box_id,box_count,body_box_count,metadata_box_count,skipped_duplicate_box_count,context_blocks,references,needs_review,review_reasons,text_preview
article_24,article,24,,inferred_missing_number_from_sequence,14,14,page_0014_raw_0157,3,2,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,inferred_missing_number_from_sequence,المادة / إذا توفي تاجر أو انقطع عن تعاطى تجارته أو إذا انحلّت إحدى الشركات وجب / شطب التسجيل المختص بهما فى سجل التجارة / ٢ويجري هذا الشطب مباشرة بمقتضى قرار يصدره أمين سجل التجارة
article_25,article,25,3,corrected_non_monotonic_raw_3_expected_25,14,14,page_0014_raw_0159,3,2,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_non_monotonic_raw_3_expected_25,المادة ٣ / ١كل قيد فى سجل التجارة لم يحدد له ميعاد فى المواد السابقة يجب طلب إجرائه / في خلال شهر يبتدئ من تاريخ الوثيقة أو العمل الذي يراد قيده / أما الأحكام والقرارات فيبتدى ميعادها من يوم صدورها / أما الأحكام والقرارات فيبتدئ ميعادها من يوم صدورها
article_26,article,26,33,corrected_large_jump_raw_33_expected_26,15,15,page_0015_raw_0167,2,1,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_large_jump_raw_33_expected_26,المادة ٣٣ / إن جميع التسجيلات والقيود في سجل التجارة تجري بعد تصريح يقدم وفاقاً / للصيغ التي نص عليها
article_27,article,27,34,corrected_large_jump_raw_34_expected_27,15,15,page_0015_raw_0169,2,1,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_large_jump_raw_34_expected_27,المادة ٣٤ / على أمين سجل التجارة أن يرفض إجراء القيود المطلوبة إذا تبين له أن / التصريحات المقدمة لا تشتمل على كل البيانات المنصوص عليها أو كانت تتعارض / مع الوثائق الثبوتية المرفقة بها أو مع أحكام القانون
article_28,article,28,35,corrected_large_jump_raw_35_expected_28,15,15,page_0015_raw_0170,6,5,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_large_jump_raw_35_expected_28,"المادة ٣٥ / ١يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة في السجل مقابل / يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة فى السجل مقابل / رسم يحدد من الوزير المختص / ٢ولأمين السجل عند الإقتضاء أن يعطى شهادة بعدم وجود قيود / ٣ويصدّق أمين السجل مطابقة النسخ للأصل / المختص , / ر سم / يحدد / من / الوزير / ٢ـولأمين السجل عند الإقتضاء أن يعطي شهادة بعدم وجود قيود / ٣ـويصدّق أمين السجل مطابقة النسخ للأصل"
article_29,article,29,36,corrected_large_jump_raw_36_expected_29,15,15,page_0015_raw_0172,4,3,0,2,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_large_jump_raw_36_expected_29,المادة ٣٦ / لا يجوز أن يذكر في النسخ التي يسلمها أمين السجل / ١ - الأحكام المعلنة للإفلاس إذا / كان / المفلس قد استرد اعتبار / ـ الأحكام القاضية بالحجر أو تعيين مساعد قضائي إذا كان قد صدر القرار برفع / الحجر أو المساعدة القضائية
article_30,article,30,37,corrected_large_jump_raw_37_expected_30,15,15,page_0015_raw_0174,2,1,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_large_jump_raw_37_expected_30,المادة ٣٧ / كل تاجر وكل شركة ملزمين بالتسجيل يجب عليهما أن يذكرا المكان الذي / سجلا فيه ورقم هذا التسجيل في مراسلاتهما وفواتيرهما ومذكرات التسليم والتعريفات / والمنشورات وسائر الأوراق الصادرة عنهما
article_31,article,31,38,corrected_large_jump_raw_38_expected_31,15,16,page_0015_raw_0171,6,5,0,2,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_large_jump_raw_38_expected_31,المادة ٣٨ / ١ـكل تاجر وكل شخص يكلف بإدارة شركة لا يطلب في المراعيد المنصوص / عليها إجراء القيود الإجبارية أو لايذكر ما يجب ذكره على المراسلات أو الفواتير / وغيرها من الأوراق الصادرة عن محله يعاقب بغرامة تتراوح بين ١٠٠٠٠ / عشرة آلاف و٥٠٠٠٠ وخمسين ألف ليرة سورية / وغيرها من الأوراق الصادرة عن محله يعاقب بغرامة تتراوح بين ١٠٠٠٠ / عشرة آلاف و٥٠٠ وخمسين ألف ليرة سورية / ٢ـتحكم بهذه الغرامة محكمة البداية المدنية بناءَ على طلب أمين سجل التجارة أو / النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب الأصول / ٣ـوإذا لم يجر المحكوم عليه أثناء القيد فى أثناء هذا الميعاد يحكم بغرامة جديدة / ٤ـ أما أمناء السجل الذين لا يعملون بمقتضى هذه الأحكام فيخضعون للعقوبات / المسلكية المنصوص عليها في القانون الأ
article_32,article,32,39,corrected_large_jump_raw_39_expected_32,16,16,page_0016_raw_0193,5,4,0,1,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",4,True,corrected_large_jump_raw_39_expected_32,المادة ٣٩ / ١ـكل بيان غير صحيح يقدم عن سوع نية للتسجيل أو للقيد فى سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠ خمسة لاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين / ولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً للقوانين الخاصة ولقانون / العقوبات من أجل الجرائم الناشئة عن البيان غير الصحيح / ٣وللمحكمة الجزائية التي تصدر الحكم أن تأمر بتصحيح البيان المشار إليه على / الوجه الذي تعينه / المادة٤ / البيانات المسجلة سواء أكانت اختيارية أم إجبارية، تعتبر نافذة في حق الغير / اعتباراً من تاريخ تسجيلها / ٢ولا يحول تطبيق العقوبات المقدمة دون نفاذ القاعدة المنصوص عليها بالفقرة / السابقة / ١كل بيان غير صحيح يقدم عن سوء نية للتسجيل أو للقيد في سجل التجارة 
article_33,article,33,4,corrected_non_monotonic_raw_4_expected_33,16,16,page_0016_raw_0188,3,2,0,1,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_non_monotonic_raw_4_expected_33,المادة ٤ / ١البيانات المسجلة سواء أكانت اختيارية أم إجبارية، تعتبر نافذة في حق الغير / اعتباراً من تاريخ تسجيلها / ٢ـولا يحول تطبيق العقوبات المقدمة دون نفاذ القاعدة المنصوص عليها بالفقرة / السابقة / ٢ولا يحول تطبيق العقوبات المقدمة دون نفاذ القاعدة المنصوص عليها بالفقرة / السابقة
article_34,article,34,,inferred_missing_number_from_sequence,16,16,page_0016_raw_0190,2,1,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,inferred_missing_number_from_sequence,المادة / كل شخص طبيعي أو اعتباري يدعي بصفته التجارية أمام المحاكم أو يراجع / لمصلحته بالصفة ذاتها الدوائر الإدارية أو المؤسسات العامة، لا يسمح ادعاؤه ولا / تقبل مراجعته ما لم يكن مسجلاً في سجل التجارة
article_35,article,35,2,corrected_non_monotonic_raw_2_expected_35,17,17,page_0017_raw_0210,4,3,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية",,True,corrected_non_monotonic_raw_2_expected_35,المادة ٢ / ١ تفصل محكمة البداية المدنية في المحافظة التي يوجد فيها سجل التجارة، في / كل خلاف يقع بين أمين سجل التجارة وأصحاب العلاقة، بقرار يتخذ في غرفة / المذاكرة، وعليها إصدار قرارها خلال شهر من تاريخ الادعاء / ٢يخضع قرار محكمة البداية المدنية للطعن بطريق الاستئناف وعلى محكمة / الاستئناف أن تفصل فيه بصورة نهائية وبقرار غير قابل للطعن يصدر خلال / ثلاثة أشهر من تاريخ تقديم الطعن / المتجر
article_36,article,36,43,corrected_large_jump_raw_43_expected_36,17,17,page_0017_raw_0214,2,1,1,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية || رة / ل / لعل / ي ي لي",,True,corrected_large_jump_raw_43_expected_36,المادة ٤٣ / المتجر مجموعة عناصر مادية وغير مادية تهدف إلى مارسة مهنة تجارية / يشتمل المتجر مبدئياً على الاسم التجاري والعنوان التجاري والشعار وحق / الاتصال بالزيائن وحق الاستئجار المنصوص عليه فى قوانين الإيجار الخاصة / وتعديلاتهاء، والتجهيزات والعدد الصناعية والأثاث والبراءات والإجازات والرسوم / والنماذج، ما لم يستثن بعض هذه العناصر من محتويات المتجر بالنص على / ذلك في سجل المتجر أو في العقود الواردة عليه
article_37,article,37,4,corrected_non_monotonic_raw_4_expected_37,17,17,page_0017_raw_0212,3,2,0,0,"قانون التجارة ٧ رقم ٣٣ للعام || قانون التجارة || ٧ رقم ٣٣ للعام م || التجارة
قانون
الكتاب الأول
التجارة على وم والجار والموات التجاالمتجر
الباب الأول
أحكام عامة
المادة || الثاز / الباب / الأعمال التجارية || الباب الثالث || الفصل الثاني || دفاتر التجارة || سجل التجارة || الشركات المدنية || رة / ل / لعل / ي ي لي",,True,corrected_non_monotonic_raw_4_expected_37,المادة ٤ ٤ / ١إن حقوق صاحب المتجر على مختلف عناصره تتظمها القوانين الخاصة بهذه / العناصر والمبادي الحقوقية العامة / أما المتجر كمجموعة فيخضع لأحكام هذا القانون / ٢ـأما المتجر كمجموعة فيخضع لأحكام هذا القانون
