page,region_id,label,paddle_confidence,easyocr_confidence,reasons,paddle_text,easyocr_text,crop_path
page_0011,page_0011_raw_0135,paragraph_title,0.8181,0.9896,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة ٢٥,المادة,layout_output\raw_box_crops\page_0011\page_0011_raw_0135.png
page_0011,page_0011_raw_0133,number,,,layout_label_needs_semantic_role|empty_paddle_text|very_small_layout_box,,,layout_output\raw_box_crops\page_0011\page_0011_raw_0133.png
page_0012,page_0012_raw_0140,paragraph_title,0.9171,0.7271,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة٢٦,المادة,layout_output\raw_box_crops\page_0012\page_0012_raw_0140.png
page_0012,page_0012_raw_0142,formula,0.936,,very_large_layout_box,المادة٦ / ١يجب أن يذكر في سجل التجارة / أـ كل تعديل يتعلّق بالأمور التي تقضي المادة السابقة بقيدها في السجل / بشهادات الاختراع التي يستثمرها التاجر والعلامات التي يستعملها للمصنع / أو التجارة / جالأحكام والقرارات القاضية بتعيين وصيّ عليه أو قيّم أو م,,layout_output\raw_box_crops\page_0012\page_0012_raw_0142.png
page_0012,page_0012_raw_0139,paragraph_title,0.8777,0.9816,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة٢٧,المادة,layout_output\raw_box_crops\page_0012\page_0012_raw_0139.png
page_0012,page_0012_raw_0136,number,0.8189,,layout_label_needs_semantic_role|very_small_layout_box,١,,layout_output\raw_box_crops\page_0012\page_0012_raw_0136.png
page_0013,page_0013_raw_0147,reference,0.9551,,very_large_layout_box,أ اسم ونسبة كل من الشركاء ما عدا المساهمين وجنسية كل منهم موضحة / وفقاً لما ورد في الفقرة د من المادة ٢٥وتاريخ ولادته ومحلها / باسم الشركة التجاري أو عنوانها / جموضوع الشركة / د الأماكن التي فيها مركز الشركة أو فروعها ومتاجرها في سورية أو خارجها / هـ,,layout_output\raw_box_crops\page_0013\page_0013_raw_0147.png
page_0013,page_0013_raw_0145,paragraph_title,0.8959,0.9918,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة٢٨,المادة,layout_output\raw_box_crops\page_0013\page_0013_raw_0145.png
page_0013,page_0013_raw_0149,formula,0.9526,,very_large_layout_box,يجب أن يذكر أيضاً فى سجل التجارة / ١كل تعديل يختص بالأمور واجب تسجيلها أو الوثائق الواجب إيداعها بمقتضى / المادة السابقة / ٢الاسم والنسبة وتاريخ الولادة ومحلها والجنسية لكل من مديري الشركة وأعضاء / مجلس إدارتها ومديريها المعينين لمدّة وجودها أما طلب ,,layout_output\raw_box_crops\page_0013\page_0013_raw_0149.png
page_0013,page_0013_raw_0143,number,0.7999,,layout_label_needs_semantic_role|very_small_layout_box,١٣,,layout_output\raw_box_crops\page_0013\page_0013_raw_0143.png
page_0014,page_0014_raw_0161,paragraph_title,0.9283,0.9964,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٢٩,المادة / ٢٩,layout_output\raw_box_crops\page_0014\page_0014_raw_0161.png
page_0014,page_0014_raw_0158,paragraph_title,0.8966,0.7777,layout_label_needs_semantic_role|has_easyocr_candidate_output,الشركات المدنية,الشركات المدنية,layout_output\raw_box_crops\page_0014\page_0014_raw_0158.png
page_0014,page_0014_raw_0162,paragraph_title,0.9479,0.9516,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة٣,المادة / ٣,layout_output\raw_box_crops\page_0014\page_0014_raw_0162.png
page_0014,page_0014_raw_0152,text,0.9437,,very_large_layout_box,١يحدث فى أمانة سجل التجارة سجل خاص بالشركات المدنية التي يقع / مركزها الرئيسي في المحافظة تسجل فيه الشركات وفق أحكام المادتين ٢٧ / و٢٨من هذا القانون باستثناء ما يتوقف العمل به على الصفة التجارية / للشركة,,layout_output\raw_box_crops\page_0014\page_0014_raw_0152.png
page_0014,page_0014_raw_0156,text,0.9413,,very_large_layout_box,٢ تسجل الشركات المدنية التي يقع مركزها خارج سورية أو لها فرع أو وكالة في / سجل خاص تابع لسجل الفروع والوكالات العائدة للمؤسسات أو الشركات القائمة / خارج سورية وذلك وفق القانون الخاص بها,,layout_output\raw_box_crops\page_0014\page_0014_raw_0156.png
page_0014,page_0014_raw_0153,text,0.9547,,very_large_layout_box,٣ـ على الشركات المذكورة في الفقرتين السابقتين تسجيل نفسها في السجل المذكور / وإيداع صك تأسيسها ونظامها الأساسي ديوان محكمة البداية في مركزها إذا / أرادت الاحتجاج بشخصيتها الإعتبارية حيال الغير,,layout_output\raw_box_crops\page_0014\page_0014_raw_0153.png
page_0014,page_0014_raw_0157,paragraph_title,0.911,0.7717,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة٣,المادة,layout_output\raw_box_crops\page_0014\page_0014_raw_0157.png
page_0014,page_0014_raw_0160,text,0.9355,0.8697,has_easyocr_candidate_output|paddle_easyocr_disagree,٢ويجري هذا الشطب مباشرة بمقتضى قرار يصدره أمين سجل التجارة,أمين / ٢ - ويجري هذا الشطب مباشرة بمقتضى قرار يصدره / سجل التجارة.,layout_output\raw_box_crops\page_0014\page_0014_raw_0160.png
page_0014,page_0014_raw_0159,paragraph_title,0.9031,0.8116,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة ٣٢,المادة / ٣,layout_output\raw_box_crops\page_0014\page_0014_raw_0159.png
page_0014,page_0014_raw_0151,text,0.9454,,very_large_layout_box,١كل قيد فى سجل التجارة لم يحدد له ميعاد فى المواد السابقة يجب طلب إجرائه / في خلال شهر يبتدئ من تاريخ الوثيقة أو العمل الذي يراد قيده / أما الأحكام والقرارات فيبتدى ميعادها من يوم صدورها,,layout_output\raw_box_crops\page_0014\page_0014_raw_0151.png
page_0014,page_0014_raw_0154,number,0.6798,,layout_label_needs_semantic_role|low_paddle_confidence|very_small_layout_box,3,,layout_output\raw_box_crops\page_0014\page_0014_raw_0154.png
page_0015,page_0015_raw_0185,header,,,layout_label_needs_semantic_role|empty_paddle_text|very_small_layout_box,,,layout_output\raw_box_crops\page_0015\page_0015_raw_0185.png
page_0015,page_0015_raw_0167,paragraph_title,0.96,0.9974,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٣٣,المادة ٣٣,layout_output\raw_box_crops\page_0015\page_0015_raw_0167.png
page_0015,page_0015_raw_0166,text,0.9494,,very_large_layout_box,إن جميع التسجيلات والقيود في سجل التجارة تجري بعد تصريح يقدم وفاقاً / للصيغ التي نص عليها,,layout_output\raw_box_crops\page_0015\page_0015_raw_0166.png
page_0015,page_0015_raw_0169,paragraph_title,0.9276,0.9981,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٣٤,المادة / ٣٤,layout_output\raw_box_crops\page_0015\page_0015_raw_0169.png
page_0015,page_0015_raw_0164,text,0.941,,very_large_layout_box,على أمين سجل التجارة أن يرفض إجراء القيود المطلوبة إذا تبين له أن / التصريحات المقدمة لا تشتمل على كل البيانات المنصوص عليها أو كانت تتعارض / مع الوثائق الثبوتية المرفقة بها أو مع أحكام القانون,,layout_output\raw_box_crops\page_0015\page_0015_raw_0164.png
page_0015,page_0015_raw_0170,paragraph_title,0.8743,0.638,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٣٥,المادة ٣٥,layout_output\raw_box_crops\page_0015\page_0015_raw_0170.png
page_0015,page_0015_raw_0175,text,0.9455,,very_large_layout_box,يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة فى السجل مقابل / رسم يحدد من الوزير المختص / ٢ولأمين السجل عند الإقتضاء أن يعطى شهادة بعدم وجود قيود / ٣ويصدّق أمين السجل مطابقة النسخ للأصل,,layout_output\raw_box_crops\page_0015\page_0015_raw_0175.png
page_0015,page_0015_raw_0182,text,0.9385,0.5497,has_easyocr_candidate_output|paddle_easyocr_disagree,رسم يحدد من الوزير المختص,"المختص , / ر سم / يحدد / من / الوزير",layout_output\raw_box_crops\page_0015\page_0015_raw_0182.png
page_0015,page_0015_raw_0181,text,0.944,0.6476,has_easyocr_candidate_output|paddle_easyocr_disagree,٢ـولأمين السجل عند الإقتضاء أن يعطي شهادة بعدم وجود قيود,٢- ولأمين السجل / عند / الاقتضاء أن يعطي شهادة بعدم وجود قيود,layout_output\raw_box_crops\page_0015\page_0015_raw_0181.png
page_0015,page_0015_raw_0179,text,0.9352,0.7098,has_easyocr_candidate_output|paddle_easyocr_disagree,٣ـويصدّق أمين السجل مطابقة النسخ للأصل,٣- ويصدق / أمين / السجل مطابقة النسخ للأصل .,layout_output\raw_box_crops\page_0015\page_0015_raw_0179.png
page_0015,page_0015_raw_0172,paragraph_title,0.8902,0.5464,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة٣٦,المادة ٣٦,layout_output\raw_box_crops\page_0015\page_0015_raw_0172.png
page_0015,page_0015_raw_0176,text,0.8446,,very_large_layout_box,لا يجوز أن يذكر في النسخ التي يسلمها أمين السجل / الأحكام المعلنة للإفلاس إذا كان المفلس قد استرد اعتباره / s / الأحكام القاضية بالحجر أو تعيين مساعد قضائى إذا كان قد صدر القرار برفع / الحجر أو المساعدة القضائية,,layout_output\raw_box_crops\page_0015\page_0015_raw_0176.png
page_0015,page_0015_raw_0180,text,0.6353,0.7371,has_easyocr_candidate_output|low_paddle_confidence|paddle_easyocr_disagree,١الأحكام المعلنة للإفلاس إذا كان المفلس قد استرد اعتباره / f,١ - الأحكام المعلنة للإفلاس إذا / كان / المفلس قد استرد اعتبار,layout_output\raw_box_crops\page_0015\page_0015_raw_0180.png
page_0015,page_0015_raw_0183,text,0.9356,0.9482,has_easyocr_candidate_output,الحجر أو المساعدة القضائية,الحجر / أو المساعدة القضائية,layout_output\raw_box_crops\page_0015\page_0015_raw_0183.png
page_0015,page_0015_raw_0174,paragraph_title,0.9124,0.9978,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة٣٧,المادة ٣٧,layout_output\raw_box_crops\page_0015\page_0015_raw_0174.png
page_0015,page_0015_raw_0165,text,0.9595,,very_large_layout_box,كل تاجر وكل شركة ملزمين بالتسجيل يجب عليهما أن يذكرا المكان الذي / سجلا فيه ورقم هذا التسجيل في مراسلاتهما وفواتيرهما ومذكرات التسليم والتعريفات / والمنشورات وسائر الأوراق الصادرة عنهما,,layout_output\raw_box_crops\page_0015\page_0015_raw_0165.png
page_0015,page_0015_raw_0171,paragraph_title,0.8914,0.9909,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة٣٨,المادة ٣٨,layout_output\raw_box_crops\page_0015\page_0015_raw_0171.png
page_0015,page_0015_raw_0168,number,0.5534,,layout_label_needs_semantic_role|low_paddle_confidence|very_small_layout_box,١,,layout_output\raw_box_crops\page_0015\page_0015_raw_0168.png
page_0016,page_0016_raw_0198,text,0.4931,0.8316,has_easyocr_candidate_output|low_paddle_confidence|paddle_easyocr_disagree,ةيي ي ية و ي و ة ويي ول ل ي د / و ة ي يه هي و ل لي ي هي يلي,٢- تحكم بهذه الغرامة محكمة البداية المدنية بناء على طلب / أمين / سجل التجارة أو / النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب / الأصول .,layout_output\raw_box_crops\page_0016\page_0016_raw_0198.png
page_0016,page_0016_raw_0200,text,0.7652,,low_paddle_confidence,٣ـوإذا لم يجر المحكوم عليه أثناء القيد فى أثناء هذا الميعاد يحكم بغرامة جديدة / ± / ٤–أما أمناء السجل الذين لا يعملون بمقتضى هذه الأحكام فيخضعون للعقوبات / المسلكية المنصوص عليها في القانون الأساسي للعاملين في الدولة,,layout_output\raw_box_crops\page_0016\page_0016_raw_0200.png
page_0016,page_0016_raw_0193,paragraph_title,0.8564,0.6678,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٣٩,المادة / ٣٩,layout_output\raw_box_crops\page_0016\page_0016_raw_0193.png
page_0016,page_0016_raw_0204,text,0.9509,,very_large_layout_box,١ـكل بيان غير صحيح يقدم عن سوع نية للتسجيل أو للقيد فى سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠ خمسة لاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين / ولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً ,,layout_output\raw_box_crops\page_0016\page_0016_raw_0204.png
page_0016,page_0016_raw_0188,paragraph_title,0.8399,0.8588,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٤,المادة / ٤,layout_output\raw_box_crops\page_0016\page_0016_raw_0188.png
page_0016,page_0016_raw_0190,paragraph_title,0.9479,0.9849,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة٤١,المادة,layout_output\raw_box_crops\page_0016\page_0016_raw_0190.png
page_0016,page_0016_raw_0187,number,0.647,,layout_label_needs_semantic_role|low_paddle_confidence|very_small_layout_box,١٧,,layout_output\raw_box_crops\page_0016\page_0016_raw_0187.png
page_0017,page_0017_raw_0210,paragraph_title,0.8926,0.6879,layout_label_needs_semantic_role|has_easyocr_candidate_output|paddle_easyocr_disagree|very_small_layout_box,المادة ٤٢,المادة / ٢,layout_output\raw_box_crops\page_0017\page_0017_raw_0210.png
page_0017,page_0017_raw_0205,text,0.9549,,very_large_layout_box,١ تفصل محكمة البداية المدنية في المحافظة التي يوجد فيها سجل التجارة، في / كل خلاف يقع بين أمين سجل التجارة وأصحاب العلاقة، بقرار يتخذ في غرفة / المذاكرة، وعليها إصدار قرارها خلال شهر من تاريخ الادعاء,,layout_output\raw_box_crops\page_0017\page_0017_raw_0205.png
page_0017,page_0017_raw_0206,text,0.9436,,very_large_layout_box,٢يخضع قرار محكمة البداية المدنية للطعن بطريق الاستئناف وعلى محكمة / الاستئناف أن تفصل فيه بصورة نهائية وبقرار غير قابل للطعن يصدر خلال / ثلاثة أشهر من تاريخ تقديم الطعن,,layout_output\raw_box_crops\page_0017\page_0017_raw_0206.png
page_0017,page_0017_raw_0211,image,0.4917,0.9191,layout_label_needs_semantic_role|image_label_but_document_has_no_real_images|has_easyocr_candidate_output|low_paddle_confidence|paddle_easyocr_disagree,رة / ل / لعل / ي ي لي,الباب / الربع / المتجر / الفصل الأول / مفهوم / المتجر / المادة / ٤٣,layout_output\raw_box_crops\page_0017\page_0017_raw_0211.png
page_0017,page_0017_raw_0215,text,0.9981,0.9997,has_easyocr_candidate_output|very_small_layout_box,المتجر,المتجر,layout_output\raw_box_crops\page_0017\page_0017_raw_0215.png
page_0017,page_0017_raw_0214,figure_title,0.971,0.9863,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٤٣,المادة ٤٣,layout_output\raw_box_crops\page_0017\page_0017_raw_0214.png
page_0017,page_0017_raw_0208,text,0.9446,,very_large_layout_box,المتجر مجموعة عناصر مادية وغير مادية تهدف إلى مارسة مهنة تجارية / يشتمل المتجر مبدئياً على الاسم التجاري والعنوان التجاري والشعار وحق / الاتصال بالزيائن وحق الاستئجار المنصوص عليه فى قوانين الإيجار الخاصة / وتعديلاتهاء، والتجهيزات والعدد الصناعية وال,,layout_output\raw_box_crops\page_0017\page_0017_raw_0208.png
page_0017,page_0017_raw_0212,figure_title,0.9575,0.8875,layout_label_needs_semantic_role|has_easyocr_candidate_output|very_small_layout_box,المادة ٤٤,المادة / ٤ ٤,layout_output\raw_box_crops\page_0017\page_0017_raw_0212.png
page_0017,page_0017_raw_0209,text,0.9421,,very_large_layout_box,١إن حقوق صاحب المتجر على مختلف عناصره تتظمها القوانين الخاصة بهذه / العناصر والمبادي الحقوقية العامة / أما المتجر كمجموعة فيخضع لأحكام هذا القانون,,layout_output\raw_box_crops\page_0017\page_0017_raw_0209.png
page_0017,page_0017_raw_0213,text,0.9556,0.7681,has_easyocr_candidate_output|paddle_easyocr_disagree,٢ـأما المتجر كمجموعة فيخضع لأحكام هذا القانون,٢ - أما / عة فيخضع لأحكام / هذا / المتجر / كمجمو / القانون .,layout_output\raw_box_crops\page_0017\page_0017_raw_0213.png
page_0017,page_0017_raw_0207,number,0.6945,,layout_label_needs_semantic_role|low_paddle_confidence|very_small_layout_box,١٧,,layout_output\raw_box_crops\page_0017\page_0017_raw_0207.png
