page,region_id,label,selected_engine,selection_reason,confidence,text_preview
page_0012,page_0012_raw_0137,formula,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9475,١يجب أن يذكر في سجل التجارة / أـ كل تعديل يتعلّق بالأمور التي تقضي المادة السابقة بقيدها في السجل / بشهادات الاختراع التي يستثمرها التاجر والعلامات التي يستعملها للمصنع / أو التجارة / جالأحكام والقرارات القاضية بتعيين وصيّ عليه أو قيم أو مساعد قضائي / للتاجر المسجل أو بالحجر عليه أو برفع هذه التدابي
page_0012,page_0012_raw_0139,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9816,المادة
page_0012,page_0012_raw_0141,reference_content,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9693,إن الشركات التي يكون مركزها الرئيسي في سورية مهما كانت جنسيتها، يجب / تسجيلها في سجل التجارة المختص بمنطقة مركزها الرئيسي، ويجب على / مديريها وأعضاء مجلس إدارتها أن يطلبوا التسجيل في خلال الشهر الذي يلي / تأسيسها
page_0012,page_0012_raw_0138,reference_content,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9427,٢حويقدم طالبو التسجيل إلى أمين سجل التجارة صورة مصدقة عن صك تأسيس / الشركة أو نظامها الأساسي وخلاصة لهذا الصك أو النظام مُعدّة للشهر ومنظمة / على نسختين ومشتملة على الطوابع وعلى تواقيع طالبي التسجيل ومتضمنه / بوجه خاص البيانات الآتية
page_0012,page_0012_raw_0136,number,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.8189,١
page_0013,page_0013_raw_0147,reference,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9551,أ اسم ونسبة كل من الشركاء ما عدا المساهمين وجنسية كل منهم موضحة / وفقاً لما ورد في الفقرة د من المادة ٢٥وتاريخ ولادته ومحلها / باسم الشركة التجاري أو عنوانها / جموضوع الشركة / د الأماكن التي فيها مركز الشركة أو فروعها ومتاجرها في سورية أو خارجها / هـأسماء الشركاء أو غير المرخص لهم بإدارة الشركة وتدب
page_0013,page_0013_raw_0144,formula,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9525,أ اسم ونسبة كل من الشركاء ما عدا المساهمين وجنسية كل منهم موضحة / وفقاً لما ورد في الفقرة د من المادة ٢٥وتاريخ ولادته ومحلها / باسم الشركة التجاري أو عنوانها / جموضوع الشركة / د الأماكن التي فيها مركز الشركة أو فروعها ومتاجرها في سورية أو خارجها / هأسماء الشركاء أو غير المرخص لهم بإدارة الشركة وتدبي
page_0013,page_0013_raw_0145,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9918,المادة
page_0013,page_0013_raw_0149,formula,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9526,يجب أن يذكر أيضاً فى سجل التجارة / ١كل تعديل يختص بالأمور واجب تسجيلها أو الوثائق الواجب إيداعها بمقتضى / المادة السابقة / ٢الاسم والنسبة وتاريخ الولادة ومحلها والجنسية لكل من مديري الشركة وأعضاء / مجلس إدارتها ومديريها المعينين لمدّة وجودها أما طلب التسجيل فيقدمه المديرون / وأعضاء مجلس الإدارة القا
page_0013,page_0013_raw_0148,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9569,الاسم والنسبة وتاريخ الولادة ومحلها والجنسية لكل من مديري الشركة وأعضاء / مجلس إدارتها ومديريها المعينين لمدّة وجودها أما طلب التسجيل فيقدمه المديرون / وأعضاء مجلس الإدارة القائمون بوظائفهم في وقت وجوب التسجيل
page_0013,page_0013_raw_0146,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9703,الشركات التجارية المؤسسة خارج الأراضي السورية ولها فروع أو وكالات في / سورية وكذلك التجار الذين لهم مركز رئيسي في الخارج وفروع أو وكالات في سورية / مهما كانت جنسيتهم
page_0013,page_0013_raw_0143,number,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.7999,١٣
page_0014,page_0014_raw_0161,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9964,المادة / ٢٩
page_0014,page_0014_raw_0150,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9665,يخضع تسجيل مثل تلك الفروع أو الوكالات لأحكام القانون الخاص بتسجيلها / في سورية
page_0014,page_0014_raw_0158,paragraph_title,paddleocr_colab_rec_texts,paddle_kept,0.8966,الشركات المدنية
page_0014,page_0014_raw_0162,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9516,المادة / ٣
page_0014,page_0014_raw_0152,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9437,١يحدث فى أمانة سجل التجارة سجل خاص بالشركات المدنية التي يقع / مركزها الرئيسي في المحافظة تسجل فيه الشركات وفق أحكام المادتين ٢٧ / و٢٨من هذا القانون باستثناء ما يتوقف العمل به على الصفة التجارية / للشركة
page_0014,page_0014_raw_0156,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9413,٢ تسجل الشركات المدنية التي يقع مركزها خارج سورية أو لها فرع أو وكالة في / سجل خاص تابع لسجل الفروع والوكالات العائدة للمؤسسات أو الشركات القائمة / خارج سورية وذلك وفق القانون الخاص بها
page_0014,page_0014_raw_0153,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9547,٣ـ على الشركات المذكورة في الفقرتين السابقتين تسجيل نفسها في السجل المذكور / وإيداع صك تأسيسها ونظامها الأساسي ديوان محكمة البداية في مركزها إذا / أرادت الاحتجاج بشخصيتها الإعتبارية حيال الغير
page_0014,page_0014_raw_0157,paragraph_title,paddleocr_colab_rec_texts,paddle_kept,0.911,المادة٣
page_0014,page_0014_raw_0155,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9529,إذا توفي تاجر أو انقطع عن تعاطى تجارته أو إذا انحلّت إحدى الشركات وجب / شطب التسجيل المختص بهما فى سجل التجارة
page_0014,page_0014_raw_0160,text,paddleocr_colab_rec_texts,paddle_kept,0.9355,٢ويجري هذا الشطب مباشرة بمقتضى قرار يصدره أمين سجل التجارة
page_0014,page_0014_raw_0159,paragraph_title,paddleocr_colab_rec_texts,paddle_kept,0.9031,المادة ٣٢
page_0014,page_0014_raw_0151,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9454,١كل قيد فى سجل التجارة لم يحدد له ميعاد فى المواد السابقة يجب طلب إجرائه / في خلال شهر يبتدئ من تاريخ الوثيقة أو العمل الذي يراد قيده / أما الأحكام والقرارات فيبتدى ميعادها من يوم صدورها
page_0014,page_0014_raw_0163,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9677,أما الأحكام والقرارات فيبتدئ ميعادها من يوم صدورها
page_0014,page_0014_raw_0154,number,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.6798,3
page_0015,page_0015_raw_0185,header,none,both_empty,,
page_0015,page_0015_raw_0167,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9974,المادة ٣٣
page_0015,page_0015_raw_0166,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9494,إن جميع التسجيلات والقيود في سجل التجارة تجري بعد تصريح يقدم وفاقاً / للصيغ التي نص عليها
page_0015,page_0015_raw_0169,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9981,المادة / ٣٤
page_0015,page_0015_raw_0164,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.941,على أمين سجل التجارة أن يرفض إجراء القيود المطلوبة إذا تبين له أن / التصريحات المقدمة لا تشتمل على كل البيانات المنصوص عليها أو كانت تتعارض / مع الوثائق الثبوتية المرفقة بها أو مع أحكام القانون
page_0015,page_0015_raw_0170,paragraph_title,paddleocr_colab_rec_texts,paddle_kept,0.8743,المادة ٣٥
page_0015,page_0015_raw_0184,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.946,١يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة في السجل مقابل
page_0015,page_0015_raw_0175,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9455,يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة فى السجل مقابل / رسم يحدد من الوزير المختص / ٢ولأمين السجل عند الإقتضاء أن يعطى شهادة بعدم وجود قيود / ٣ويصدّق أمين السجل مطابقة النسخ للأصل
page_0015,page_0015_raw_0182,text,paddleocr_colab_rec_texts,paddle_kept,0.9385,رسم يحدد من الوزير المختص
page_0015,page_0015_raw_0181,text,paddleocr_colab_rec_texts,paddle_kept,0.944,٢ـولأمين السجل عند الإقتضاء أن يعطي شهادة بعدم وجود قيود
page_0015,page_0015_raw_0179,text,paddleocr_colab_rec_texts,paddle_kept,0.9352,٣ـويصدّق أمين السجل مطابقة النسخ للأصل
page_0015,page_0015_raw_0172,paragraph_title,paddleocr_colab_rec_texts,paddle_kept,0.8902,المادة٣٦
page_0015,page_0015_raw_0178,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9428,لا يجوز أن يذكر في النسخ التي يسلمها أمين السجل
page_0015,page_0015_raw_0176,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.8446,لا يجوز أن يذكر في النسخ التي يسلمها أمين السجل / الأحكام المعلنة للإفلاس إذا كان المفلس قد استرد اعتباره / s / الأحكام القاضية بالحجر أو تعيين مساعد قضائى إذا كان قد صدر القرار برفع / الحجر أو المساعدة القضائية
page_0015,page_0015_raw_0180,text,easyocr,easyocr_better_low_paddle,0.7371,١ - الأحكام المعلنة للإفلاس إذا / كان / المفلس قد استرد اعتبار
page_0015,page_0015_raw_0177,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9392,ـ الأحكام القاضية بالحجر أو تعيين مساعد قضائي إذا كان قد صدر القرار برفع / الحجر أو المساعدة القضائية
page_0015,page_0015_raw_0183,text,paddleocr_colab_rec_texts,paddle_kept,0.9356,الحجر أو المساعدة القضائية
page_0015,page_0015_raw_0174,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9978,المادة ٣٧
page_0015,page_0015_raw_0165,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9595,كل تاجر وكل شركة ملزمين بالتسجيل يجب عليهما أن يذكرا المكان الذي / سجلا فيه ورقم هذا التسجيل في مراسلاتهما وفواتيرهما ومذكرات التسليم والتعريفات / والمنشورات وسائر الأوراق الصادرة عنهما
page_0015,page_0015_raw_0171,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9909,المادة ٣٨
page_0015,page_0015_raw_0173,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9368,١ـكل تاجر وكل شخص يكلف بإدارة شركة لا يطلب في المراعيد المنصوص / عليها إجراء القيود الإجبارية أو لايذكر ما يجب ذكره على المراسلات أو الفواتير
page_0015,page_0015_raw_0168,number,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.5534,١
page_0016,page_0016_raw_0192,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9024,وغيرها من الأوراق الصادرة عن محله يعاقب بغرامة تتراوح بين ١٠٠٠٠ / عشرة آلاف و٥٠٠٠٠ وخمسين ألف ليرة سورية
page_0016,page_0016_raw_0199,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9404,وغيرها من الأوراق الصادرة عن محله يعاقب بغرامة تتراوح بين ١٠٠٠٠ / عشرة آلاف و٥٠٠ وخمسين ألف ليرة سورية / ٢ـتحكم بهذه الغرامة محكمة البداية المدنية بناءَ على طلب أمين سجل التجارة أو / النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب الأصول / ٣ـوإذا لم يجر المحكوم عليه أثناء القيد فى أثناء هذا ا
page_0016,page_0016_raw_0198,text,easyocr,easyocr_better_low_paddle,0.8316,٢- تحكم بهذه الغرامة محكمة البداية المدنية بناء على طلب / أمين / سجل التجارة أو / النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب / الأصول .
page_0016,page_0016_raw_0201,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9514,النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب الأصول
page_0016,page_0016_raw_0200,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.7652,٣ـوإذا لم يجر المحكوم عليه أثناء القيد فى أثناء هذا الميعاد يحكم بغرامة جديدة / ± / ٤–أما أمناء السجل الذين لا يعملون بمقتضى هذه الأحكام فيخضعون للعقوبات / المسلكية المنصوص عليها في القانون الأساسي للعاملين في الدولة
page_0016,page_0016_raw_0202,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.963,المسلكية المنصوص عليها في القانون الأساسي للعاملين في الدولة
page_0016,page_0016_raw_0193,paragraph_title,paddleocr_colab_rec_texts,paddle_kept,0.8564,المادة ٣٩
page_0016,page_0016_raw_0204,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9509,١ـكل بيان غير صحيح يقدم عن سوع نية للتسجيل أو للقيد فى سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠ خمسة لاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين / ولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً للقوانين الخاصة ولقانون / العقوبات من أجل الجرائم 
page_0016,page_0016_raw_0197,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9506,١كل بيان غير صحيح يقدم عن سوء نية للتسجيل أو للقيد في سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠خمسة آلاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين / ولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً للقوانين الخاصة ولقانون / العقوبات من أجل الجرائم ا
page_0016,page_0016_raw_0194,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9312,١ـكل بيان غير صحيح يقدم عن سوء نية للتسجيل أو للقيد في سجل التجارة / يعاقب مقدمه بغرامة تتراوح بين ١٠٠٠ ألف و٥٠٠٠ خمسة آلاف ليرة / سورية وبالحبس من شهر واحد إلى ستة أشهر، أو بإحدى هاتين العقوبتين
page_0016,page_0016_raw_0196,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9471,٢ـولا يحول ذلك دون العقوبات التى يمكن الحكم بها وفاقاً للقوانين الخاصة ولقانون / العقوبات من أجل الجرائم الناشئة عن البيان غير الصحيح
page_0016,page_0016_raw_0195,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9587,٣وللمحكمة الجزائية التي تصدر الحكم أن تأمر بتصحيح البيان المشار إليه على / الوجه الذي تعينه
page_0016,page_0016_raw_0188,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.8588,المادة / ٤
page_0016,page_0016_raw_0203,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9542,١البيانات المسجلة سواء أكانت اختيارية أم إجبارية، تعتبر نافذة في حق الغير / اعتباراً من تاريخ تسجيلها / ٢ـولا يحول تطبيق العقوبات المقدمة دون نفاذ القاعدة المنصوص عليها بالفقرة / السابقة
page_0016,page_0016_raw_0189,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.934,١البيانات المسجلة سواء أكانت اختيارية أم إجبارية، تعتبر نافذة في حق الغير / اعتباراً من تاريخ تسجيلها
page_0016,page_0016_raw_0191,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9416,٢ولا يحول تطبيق العقوبات المقدمة دون نفاذ القاعدة المنصوص عليها بالفقرة / السابقة
page_0016,page_0016_raw_0190,paragraph_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9849,المادة
page_0016,page_0016_raw_0186,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9445,كل شخص طبيعي أو اعتباري يدعي بصفته التجارية أمام المحاكم أو يراجع / لمصلحته بالصفة ذاتها الدوائر الإدارية أو المؤسسات العامة، لا يسمح ادعاؤه ولا / تقبل مراجعته ما لم يكن مسجلاً في سجل التجارة
page_0016,page_0016_raw_0187,number,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.647,١٧
page_0017,page_0017_raw_0210,paragraph_title,paddleocr_colab_rec_texts,paddle_kept,0.8926,المادة ٤٢
page_0017,page_0017_raw_0205,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9549,١ تفصل محكمة البداية المدنية في المحافظة التي يوجد فيها سجل التجارة، في / كل خلاف يقع بين أمين سجل التجارة وأصحاب العلاقة، بقرار يتخذ في غرفة / المذاكرة، وعليها إصدار قرارها خلال شهر من تاريخ الادعاء
page_0017,page_0017_raw_0206,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9436,٢يخضع قرار محكمة البداية المدنية للطعن بطريق الاستئناف وعلى محكمة / الاستئناف أن تفصل فيه بصورة نهائية وبقرار غير قابل للطعن يصدر خلال / ثلاثة أشهر من تاريخ تقديم الطعن
page_0017,page_0017_raw_0211,image,easyocr,easyocr_better_low_paddle,0.9191,الباب / الربع / المتجر / الفصل الأول / مفهوم / المتجر / المادة / ٤٣
page_0017,page_0017_raw_0215,text,paddleocr_colab_rec_texts,paddle_kept,0.9981,المتجر
page_0017,page_0017_raw_0214,figure_title,easyocr,easyocr_preferred_for_small_article_or_number,0.9863,المادة ٤٣
page_0017,page_0017_raw_0208,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9446,المتجر مجموعة عناصر مادية وغير مادية تهدف إلى مارسة مهنة تجارية / يشتمل المتجر مبدئياً على الاسم التجاري والعنوان التجاري والشعار وحق / الاتصال بالزيائن وحق الاستئجار المنصوص عليه فى قوانين الإيجار الخاصة / وتعديلاتهاء، والتجهيزات والعدد الصناعية والأثاث والبراءات والإجازات والرسوم / والنماذج، ما لم
page_0017,page_0017_raw_0212,figure_title,paddleocr_colab_rec_texts,paddle_kept,0.9575,المادة ٤٤
page_0017,page_0017_raw_0209,text,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.9421,١إن حقوق صاحب المتجر على مختلف عناصره تتظمها القوانين الخاصة بهذه / العناصر والمبادي الحقوقية العامة / أما المتجر كمجموعة فيخضع لأحكام هذا القانون
page_0017,page_0017_raw_0213,text,paddleocr_colab_rec_texts,paddle_kept,0.9556,٢ـأما المتجر كمجموعة فيخضع لأحكام هذا القانون
page_0017,page_0017_raw_0207,number,paddleocr_colab_rec_texts,paddle_only_or_easy_not_run,0.6945,١٧
